,Country name,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Healthy life expectancy,Explained by: Log GDP per capita,Explained by: Perceptions of corruption,Explained by: Social support,Score,year,code
74,Belarus,0.29075586800000003,0.08993306,0.75258857,1.0188544990000001,0.193607435,1.38713932,5.539899826,2020,BLR
75,North Cyprus,0.477885723,0.19916005399999998,1.0261245970000001,1.21279943,0.199802905,1.183089137,5.53550005,2020,CYP
76,Greece,0.17351634800000001,0.243720479,0.979431748,1.128070116,0.048844352,1.168973565,5.514999866,2020,GRC
77,Hong Kong S.A.R. of China,0.459356517,0.288280904,1.136630654,1.3767460580000002,0.332485437,1.243584275,5.510399818,2020,HKG
78,Croatia,0.38145688200000005,0.113998979,0.900575578,1.109024286,0.012325006000000001,1.311264873,5.504700184,2020,HRV
79,Libya,0.45135405700000003,0.14275769900000002,0.615626633,1.021913767,0.17225807899999998,1.196283698,5.488800049,2020,LBY
80,Mongolia,0.355703115,0.26388573600000004,0.6157881620000001,0.904872775,0.046533125999999994,1.4589306119999998,5.4562001229999995,2020,MNG
81,Malaysia,0.596941531,0.274886161,0.7885118720000001,1.168421626,0.062163132999999995,1.17400229,5.384300232,2020,MYS
82,Vietnam,0.650835574,0.136488721,0.819133997,0.718092382,0.089848459,1.253074765,5.353499889,2020,VNM
83,Indonesia,0.568161428,0.542646527,0.610437036,0.891720712,0.038278612999999996,1.1548008920000001,5.285600185,2020,IDN
84,Ivory Coast,0.39712253200000003,0.16991558699999998,0.154942513,0.537094414,0.09349579400000001,0.7997272609999999,5.233300208999999,2020,CIV
85,Benin,0.40583989,0.196670428,0.328062952,0.366244704,0.125931874,0.352428436,5.21600008,2020,BEN
86,Maldives,0.548203647,0.224198252,0.9144395590000001,0.9378643040000001,0.071906492,1.402287602,5.197599888,2020,MDV
87,Congo (Brazzaville),0.386514395,0.11721601300000001,0.45810112399999997,0.633616745,0.118670784,0.7576360109999999,5.1943998339999995,2020,COG
88,Azerbaijan,0.467734724,0.040113214,0.731134057,0.990272701,0.24730718100000001,1.180613041,5.164800167,2020,AZE
89,Macedonia,0.41022458700000003,0.18586354,0.802994132,0.935371995,0.024595059,1.183173537,5.1598000530000006,2020,MKD
90,Ghana,0.47729006399999996,0.261291206,0.432162255,0.575862467,0.056570380999999996,0.96636796,5.1479997630000005,2020,GHA
91,Nepal,0.480608255,0.300971806,0.66887939,0.444050372,0.127502963,1.100789309,5.137199879,2020,NPL
92,Turkey,0.25440076,0.08588556900000001,0.781335294,1.127169251,0.120983243,1.197159171,5.131800175,2020,TUR
93,China,0.6016051170000001,0.079021044,0.867248535,0.990533412,0.117255554,1.132080674,5.123899937,2020,CHN
94,Turkmenistan,0.515236676,0.323129326,0.6124480370000001,1.008963585,0.03350389,1.510476947,5.119100093999999,2020,TKM
95,Bulgaria,0.417820066,0.10383371300000001,0.7777768970000001,1.046554685,0.055444747,1.4605789180000002,5.101500034,2020,BGR
96,Morocco,0.45005413899999996,0.040032551,0.745096922,0.75862211,0.07738560400000001,0.6452084779999999,5.094799995,2020,MAR
97,Cameroon,0.43924248200000005,0.198020101,0.270189553,0.503958046,0.054393422000000004,0.89972645,5.084899902,2020,CMR
98,Venezuela,0.271717221,0.08717915400000001,0.76702553,0.7702386379999999,0.06362477700000001,1.3485468630000002,5.053199768,2020,VEN
99,Algeria,0.083943799,0.118915014,0.745418549,0.9438560009999999,0.12919065400000002,1.143003583,5.005099773,2020,DZA
100,Senegal,0.352400899,0.164397135,0.518391907,0.5040618179999999,0.081865937,0.95459342,4.980800152,2020,SEN
101,Guinea,0.37187805799999996,0.249490842,0.333655238,0.390007734,0.11220455900000001,0.75136596,4.949299812,2020,GIN
102,Niger,0.435311615,0.20817689600000003,0.29881635300000003,0.10833033199999999,0.137554765,0.7038001420000001,4.909599781,2020,NER
103,Laos,0.612027287,0.27266711,0.48637828200000005,0.714693844,0.194273964,0.9873918890000001,4.888599873,2020,LAO
104,Albania,0.461945891,0.171027765,0.8463296290000001,0.906653047,0.025361285,0.830483913,4.882699966000001,2020,ALB
105,Cambodia,0.674940348,0.233342081,0.587904334,0.544634938,0.072837502,1.0714260340000001,4.8484001160000005,2020,KHM
106,Bangladesh,0.604130566,0.17674511699999998,0.694940507,0.556156278,0.176735908,0.8688005809999999,4.832799911,2020,BGD
107,Gabon,0.36945989700000004,0.052013602,0.522574842,0.9880443809999999,0.05580453900000001,1.10639751,4.829299927,2020,GAB
108,South Africa,0.43478182,0.12640684800000002,0.407034069,0.9021404390000001,0.05950214,1.259086251,4.814099789,2020,ZAF
109,Iraq,0.283588052,0.15300206800000002,0.529350698,0.9820187090000001,0.073164992,1.011466622,4.7848000530000006,2020,IRQ
110,Lebanon,0.18551667,0.158524141,0.7886711359999999,0.889232516,0.021518147,1.19249332,4.771500111,2020,LBN
111,Burkina Faso,0.322398156,0.18639060899999998,0.312833875,0.302467644,0.126408055,0.9293859,4.768700123,2020,BFA
112,Gambia,0.403419524,0.425989687,0.35324788100000004,0.256990552,0.158093795,0.8826786879999999,4.750599861,2020,GMB
113,Mali,0.377534449,0.16966705,0.234981522,0.35246264899999996,0.06214627599999999,0.97314173,4.729300021999999,2020,MLI
114,Nigeria,0.435079455,0.221328124,0.16783593600000002,0.645901859,0.047589935,0.986717939,4.724100113,2020,NGA
115,Armenia,0.37807580799999996,0.107225738,0.77585727,0.8082624079999999,0.104618184,1.0345768929999999,4.676799774,2020,ARM
116,Georgia,0.485494107,0.047609735,0.6946576240000001,0.847198069,0.174088076,0.7311939000000001,4.672599792,2020,GEO
117,Iran,0.301195472,0.27697894,0.749053836,1.029322505,0.142651513,0.8862711790000001,4.672399998,2020,IRN
118,Jordan,0.42485508299999997,0.091494769,0.777624726,0.785179198,0.151878625,1.140118599,4.6333999630000005,2020,JOR
119,Mozambique,0.56077534,0.22042210399999998,0.324223638,0.178741366,0.163064316,0.9552028779999999,4.623600006,2020,MOZ
120,Kenya,0.519180536,0.39390209299999995,0.536312759,0.47641339899999996,0.067201078,0.905077755,4.583000183,2020,KEN
121,Namibia,0.44459897299999995,0.076454483,0.40687117,0.84008199,0.054320343,1.2457381490000001,4.571100235,2020,NAM
122,Ukraine,0.319423705,0.17855131600000002,0.6986743809999999,0.780434608,0.00965116,1.321316481,4.56069994,2020,UKR
123,Liberia,0.405943096,0.22696787100000002,0.392284274,0.174103007,0.051139875999999994,0.9207339290000001,4.557899952,2020,LBR
124,Palestinian Territories,0.29870075,0.091816261,0.613826573,0.587819219,0.07191365200000001,1.194755554,4.552800179,2020,PSE
125,Uganda,0.401682556,0.264807373,0.378311664,0.31233742800000003,0.063818842,1.052327394,4.43200016,2020,UGA
126,Chad,0.22860176899999998,0.210805088,0.1087441,0.30228748899999996,0.085755408,0.739118278,4.422699928,2020,TCD
127,Tunisia,0.23586055600000003,0.055881143,0.781156719,0.874742687,0.043899573,0.8721677059999999,4.392199993,2020,TUN
128,Mauritania,0.185714483,0.128899664,0.425184816,0.539684892,0.122257635,1.113323569,4.374599934,2020,MRT
129,Sri Lanka,0.528632462,0.25266614600000004,0.792036712,0.897986948,0.049444564,1.19494009,4.327000141,2020,LKA
130,Congo (Kinshasa),0.36462298,0.254324883,0.277212054,0.062487468,0.081466645,0.833055019,4.31099987,2020,COD
131,Swaziland,0.299935788,0.067264833,0.215585828,0.827539742,0.14676587300000002,1.064835191,4.3081002239999995,2020,SWZ
132,Myanmar,0.5974788670000001,0.569813728,0.49544307600000004,0.67809093,0.18753035399999998,1.098178267,4.308000088,2020,MMR
133,Comoros,0.18102823199999998,0.258538276,0.43738332399999996,0.41562077399999997,0.100048535,0.723232806,4.288599968,2020,COM
134,Togo,0.303539038,0.200774252,0.34273117799999997,0.268116266,0.114826456,0.547622859,4.187200069,2020,TGO
135,Ethiopia,0.41256687,0.227698103,0.483846247,0.315125644,0.117437035,1.001103282,4.186200142,2020,ETH
136,Madagascar,0.192967549,0.191190064,0.500617027,0.244553208,0.076248638,0.823694348,4.165599823,2020,MDG
137,Egypt,0.37368473399999996,0.068801254,0.596911311,0.8752289409999999,0.095461793,0.982539535,4.151400089,2020,EGY
138,Sierra Leone,0.38202768600000003,0.257647008,0.20395396600000001,0.24056038300000002,0.047940935999999996,0.747984946,3.926399946,2020,SLE
139,Burundi,0.275399059,0.18740178600000001,0.295212835,0.388697073,0.212186828,0.403575271,3.775300026,2020,BDI
140,Zambia,0.49131754,0.250620902,0.36359334,0.536833763,0.086705238,0.8960372809999999,3.759399891,2020,ZMB
141,Haiti,0.169297516,0.463909656,0.37436673,0.284734428,0.161935672,0.646671355,3.720799923,2020,HTI
142,Lesotho,0.40936753200000003,0.10262764199999999,0.100934811,0.45493874,0.050483823,1.088940024,3.6528000830000003,2020,LSO
143,India,0.5811422470000001,0.237072483,0.54057014,0.730576158,0.105587982,0.644198656,3.573299885,2020,IND
144,Malawi,0.487389833,0.21318505699999998,0.446163297,0.176534727,0.131633952,0.53036809,3.538000107,2020,MWI
145,Yemen,0.243721485,0.09468901199999999,0.41500017,0.392701775,0.08735212699999999,1.177477121,3.5274000169999997,2020,YEM
146,Botswana,0.50908941,0.033407487,0.494101733,0.997548997,0.101786368,1.08569479,3.4788999560000002,2020,BWA
147,Tanzania,0.5093430879999999,0.27154091,0.442677855,0.457163125,0.20388086100000002,0.872674644,3.4762001039999997,2020,TZA
148,Central African Republic,0.292814463,0.253513217,0.50753057,0.041072082,0.028264717999999998,0.697775483,3.475899935,2020,CAF
149,Rwanda,0.604087889,0.235704988,0.572383285,0.343242675,0.485542476,0.522876322,3.312299967,2020,RWA
150,Zimbabwe,0.37740472,0.151349187,0.375037611,0.425564021,0.080928579,1.0478352309999999,3.2992000580000003,2020,ZWE
151,South Sudan,0.065609254,0.209934607,0.208809033,0.289082974,0.111156799,0.5532785060000001,2.8166000839999996,2020,SSD
152,Afghanistan,0.33080462699999996,0.135234714,0.266051531,0.30070585,0.001225785,0.356433839,2.566900015,2020,AFG
0,Finland,0.596,0.153,0.986,1.34,0.39299999999999996,1.587,7.769,2019,FIN
1,Denmark,0.5920000000000001,0.252,0.996,1.383,0.41,1.5730000000000002,7.6,2019,DNK
2,Norway,0.603,0.271,1.028,1.4880000000000002,0.341,1.5819999999999999,7.553999999999999,2019,NOR
3,Iceland,0.591,0.354,1.026,1.38,0.11800000000000001,1.624,7.494,2019,ISL
4,Netherlands,0.557,0.322,0.9990000000000001,1.396,0.298,1.5219999999999998,7.4879999999999995,2019,NLD
5,Switzerland,0.5720000000000001,0.263,1.052,1.452,0.34299999999999997,1.526,7.48,2019,CHE
6,Sweden,0.574,0.267,1.0090000000000001,1.3869999999999998,0.373,1.4869999999999999,7.343,2019,SWE
7,New Zealand,0.585,0.33,1.026,1.3030000000000002,0.38,1.557,7.307,2019,NZL
8,Canada,0.584,0.285,1.0390000000000001,1.365,0.308,1.505,7.278,2019,CAN
9,Austria,0.532,0.244,1.016,1.376,0.226,1.475,7.246,2019,AUT
10,Australia,0.557,0.332,1.036,1.3719999999999999,0.29,1.548,7.228,2019,AUS
11,Costa Rica,0.5579999999999999,0.14400000000000002,0.963,1.034,0.09300000000000001,1.4409999999999998,7.167000000000001,2019,CRI
12,Israel,0.371,0.261,1.0290000000000001,1.276,0.08199999999999999,1.455,7.138999999999999,2019,ISR
13,Luxembourg,0.526,0.19399999999999998,1.012,1.609,0.316,1.479,7.09,2019,LUX
14,United Kingdom,0.45,0.348,0.996,1.3330000000000002,0.278,1.538,7.053999999999999,2019,GBR
15,Ireland,0.516,0.298,0.9990000000000001,1.499,0.31,1.5530000000000002,7.021,2019,IRL
16,Germany,0.495,0.261,0.987,1.3730000000000002,0.265,1.454,6.985,2019,DEU
17,Belgium,0.473,0.16,0.986,1.3559999999999999,0.21,1.504,6.922999999999999,2019,BEL
18,United States,0.45399999999999996,0.28,0.8740000000000001,1.433,0.128,1.4569999999999999,6.892,2019,USA
19,Czech Republic,0.457,0.046,0.92,1.2690000000000001,0.036000000000000004,1.4869999999999999,6.852,2019,CZE
20,United Arab Emirates,0.598,0.262,0.825,1.5030000000000001,0.182,1.31,6.825,2019,ARE
21,Malta,0.564,0.375,0.9990000000000001,1.3,0.151,1.52,6.726,2019,MLT
22,Mexico,0.433,0.07400000000000001,0.861,1.07,0.073,1.3230000000000002,6.595,2019,MEX
23,France,0.436,0.111,1.045,1.324,0.183,1.472,6.5920000000000005,2019,FRA
24,Taiwan,0.35100000000000003,0.242,0.914,1.368,0.09699999999999999,1.43,6.446000000000001,2019,TWN
25,Chile,0.35700000000000004,0.187,0.92,1.159,0.055999999999999994,1.369,6.444,2019,CHL
26,Guatemala,0.535,0.175,0.746,0.8,0.078,1.2690000000000001,6.436,2019,GTM
27,Saudi Arabia,0.439,0.08,0.795,1.403,0.132,1.357,6.375,2019,SAU
28,Qatar,0.555,0.22,0.871,1.6840000000000002,0.16699999999999998,1.3130000000000002,6.374,2019,QAT
29,Spain,0.36200000000000004,0.153,1.062,1.286,0.079,1.484,6.354,2019,ESP
30,Panama,0.516,0.109,0.91,1.149,0.054000000000000006,1.442,6.321000000000001,2019,PAN
31,Brazil,0.39,0.099,0.802,1.004,0.086,1.439,6.3,2019,BRA
32,Uruguay,0.523,0.127,0.8909999999999999,1.124,0.15,1.465,6.292999999999999,2019,URY
33,Singapore,0.556,0.271,1.141,1.5719999999999998,0.45299999999999996,1.463,6.2620000000000005,2019,SGP
34,El Salvador,0.43,0.09300000000000001,0.789,0.794,0.07400000000000001,1.242,6.252999999999999,2019,SLV
35,Italy,0.231,0.158,1.0390000000000001,1.294,0.03,1.4880000000000002,6.223,2019,ITA
36,Bahrain,0.536,0.255,0.871,1.3619999999999999,0.11,1.368,6.199,2019,BHR
37,Slovakia,0.33399999999999996,0.121,0.8809999999999999,1.246,0.013999999999999999,1.504,6.1979999999999995,2019,SVK
38,Trinidad & Tobago,0.489,0.185,0.713,1.2309999999999999,0.016,1.4769999999999999,6.192,2019,TTO
39,Poland,0.483,0.11699999999999999,0.884,1.206,0.05,1.4380000000000002,6.182,2019,POL
40,Uzbekistan,0.631,0.322,0.7559999999999999,0.745,0.24,1.5290000000000001,6.1739999999999995,2019,UZB
41,Lithuania,0.29100000000000004,0.043,0.818,1.238,0.042,1.515,6.149,2019,LTU
42,Colombia,0.47,0.099,0.841,0.985,0.034,1.41,6.125,2019,COL
43,Slovenia,0.564,0.14400000000000002,0.953,1.258,0.057,1.5230000000000001,6.117999999999999,2019,SVN
44,Nicaragua,0.435,0.2,0.835,0.6940000000000001,0.127,1.325,6.105,2019,NIC
45,Kosovo,0.489,0.262,0.758,0.882,0.006,1.232,6.1,2019,XKX
46,Argentina,0.47100000000000003,0.066,0.8809999999999999,1.092,0.05,1.432,6.086,2019,ARG
47,Romania,0.462,0.083,0.825,1.162,0.005,1.232,6.07,2019,ROU
48,Cyprus,0.406,0.19,1.042,1.263,0.040999999999999995,1.2229999999999999,6.046,2019,CYP
49,Ecuador,0.498,0.126,0.868,0.912,0.087,1.3119999999999998,6.028,2019,ECU
50,Kuwait,0.493,0.142,0.8079999999999999,1.5,0.09699999999999999,1.319,6.021,2019,KWT
51,Thailand,0.557,0.359,0.828,1.05,0.027999999999999997,1.409,6.007999999999999,2019,THA
52,Latvia,0.264,0.075,0.812,1.187,0.064,1.465,5.94,2019,LVA
53,South Korea,0.159,0.175,1.036,1.301,0.055999999999999994,1.219,5.895,2019,KOR
54,Estonia,0.495,0.10300000000000001,0.8740000000000001,1.237,0.161,1.528,5.893,2019,EST
55,Jamaica,0.49,0.107,0.831,0.831,0.027999999999999997,1.4780000000000002,5.89,2019,JAM
56,Mauritius,0.498,0.215,0.7979999999999999,1.12,0.06,1.402,5.888,2019,MUS
57,Japan,0.445,0.069,1.088,1.327,0.14,1.419,5.886,2019,JPN
58,Honduras,0.507,0.24600000000000002,0.828,0.642,0.078,1.236,5.86,2019,HND
59,Kazakhstan,0.41,0.146,0.7290000000000001,1.173,0.096,1.508,5.809,2019,KAZ
60,Bolivia,0.511,0.13699999999999998,0.706,0.7759999999999999,0.064,1.209,5.779,2019,BOL
61,Hungary,0.19899999999999998,0.081,0.828,1.2009999999999998,0.02,1.41,5.757999999999999,2019,HUN
62,Paraguay,0.514,0.184,0.777,0.855,0.08,1.475,5.742999999999999,2019,PRY
63,Northern Cyprus,0.41700000000000004,0.191,1.042,1.263,0.162,1.252,5.718,2019,CYP
64,Peru,0.455,0.083,0.8540000000000001,0.96,0.027000000000000003,1.274,5.697,2019,PER
65,Portugal,0.508,0.047,0.9990000000000001,1.2209999999999999,0.025,1.431,5.693,2019,PRT
66,Pakistan,0.313,0.22,0.535,0.677,0.098,0.8859999999999999,5.653,2019,PAK
67,Russia,0.33399999999999996,0.08199999999999999,0.726,1.183,0.031,1.452,5.648,2019,RUS
68,Philippines,0.5579999999999999,0.11699999999999999,0.657,0.807,0.107,1.2930000000000001,5.631,2019,PHL
69,Serbia,0.282,0.13699999999999998,0.8540000000000001,1.004,0.039,1.383,5.603,2019,SRB
70,Moldova,0.245,0.18100000000000002,0.7390000000000001,0.685,0.0955,1.328,5.529,2019,MDA
71,Libya,0.41600000000000004,0.133,0.6729999999999999,1.044,0.152,1.3030000000000002,5.525,2019,LBY
72,Montenegro,0.19699999999999998,0.142,0.871,1.051,0.08,1.361,5.523,2019,MNE
73,Tajikistan,0.389,0.23,0.718,0.493,0.14400000000000002,1.0979999999999999,5.4670000000000005,2019,TJK
74,Croatia,0.29600000000000004,0.11900000000000001,0.914,1.155,0.022000000000000002,1.266,5.432,2019,HRV
75,Hong Kong,0.44,0.258,1.122,1.4380000000000002,0.287,1.2770000000000001,5.43,2019,HKG
76,Dominican Republic,0.49700000000000005,0.113,0.779,1.015,0.10099999999999999,1.401,5.425,2019,DOM
77,Bosnia and Herzegovina,0.212,0.263,0.845,0.945,0.006,1.212,5.386,2019,BIH
78,Turkey,0.195,0.083,0.8079999999999999,1.183,0.106,1.36,5.372999999999999,2019,TUR
79,Malaysia,0.508,0.26,0.828,1.2209999999999999,0.024,1.171,5.3389999999999995,2019,MYS
80,Belarus,0.235,0.094,0.789,1.067,0.142,1.465,5.3229999999999995,2019,BLR
81,Greece,0.067,0.16449999999999998,0.9990000000000001,1.181,0.034,1.156,5.287000000000001,2019,GRC
82,Mongolia,0.317,0.235,0.667,0.948,0.038,1.531,5.285,2019,MNG
83,North Macedonia,0.345,0.185,0.838,0.983,0.034,1.294,5.274,2019,MKD
84,Nigeria,0.426,0.215,0.245,0.696,0.040999999999999995,1.111,5.265,2019,NGA
85,Kyrgyzstan,0.508,0.3,0.723,0.551,0.023,1.4380000000000002,5.261,2019,KGZ
86,Turkmenistan,0.39399999999999996,0.244,0.657,1.052,0.027999999999999997,1.538,5.247000000000001,2019,TKM
87,Algeria,0.086,0.073,0.785,1.002,0.114,1.16,5.211,2019,DZA
88,Morocco,0.418,0.036000000000000004,0.782,0.8009999999999999,0.076,0.782,5.207999999999999,2019,MAR
89,Azerbaijan,0.35100000000000003,0.035,0.769,1.043,0.182,1.147,5.207999999999999,2019,AZE
90,Lebanon,0.21600000000000003,0.166,0.815,0.987,0.027000000000000003,1.224,5.197,2019,LBN
91,Indonesia,0.491,0.498,0.66,0.9309999999999999,0.027999999999999997,1.203,5.192,2019,IDN
92,China,0.521,0.057999999999999996,0.893,1.0290000000000001,0.1,1.125,5.191,2019,CHN
93,Vietnam,0.5429999999999999,0.147,0.851,0.741,0.073,1.3459999999999999,5.175,2019,VNM
94,Bhutan,0.457,0.37,0.604,0.813,0.16699999999999998,1.321,5.082,2019,BTN
95,Cameroon,0.381,0.187,0.331,0.5489999999999999,0.037000000000000005,0.91,5.044,2019,CMR
96,Bulgaria,0.311,0.081,0.815,1.092,0.004,1.5130000000000001,5.011,2019,BGR
97,Ghana,0.381,0.245,0.486,0.611,0.04,0.868,4.996,2019,GHA
98,Ivory Coast,0.35200000000000004,0.154,0.23199999999999998,0.569,0.09,0.8079999999999999,4.944,2019,CIV
99,Nepal,0.439,0.285,0.677,0.446,0.08900000000000001,1.226,4.913,2019,NPL
100,Jordan,0.38299999999999995,0.11,0.815,0.8370000000000001,0.13,1.225,4.906000000000001,2019,JOR
101,Benin,0.349,0.175,0.397,0.39299999999999996,0.08199999999999999,0.43700000000000006,4.883,2019,BEN
102,Congo (Brazzaville),0.37200000000000005,0.105,0.508,0.6729999999999999,0.09300000000000001,0.799,4.812,2019,COG
103,Gabon,0.295,0.043,0.5710000000000001,1.057,0.055,1.183,4.7989999999999995,2019,GAB
104,Laos,0.547,0.266,0.551,0.764,0.16399999999999998,1.03,4.796,2019,LAO
105,South Africa,0.389,0.13,0.469,0.96,0.055,1.351,4.7219999999999995,2019,ZAF
106,Albania,0.38299999999999995,0.17800000000000002,0.8740000000000001,0.9470000000000001,0.027000000000000003,0.848,4.718999999999999,2019,ALB
107,Venezuela,0.154,0.064,0.805,0.96,0.047,1.4269999999999998,4.707,2019,VEN
108,Cambodia,0.609,0.23199999999999998,0.637,0.574,0.062,1.122,4.7,2019,KHM
109,Palestinian Territories,0.225,0.10300000000000001,0.672,0.657,0.066,1.247,4.696000000000001,2019,PSE
110,Senegal,0.292,0.153,0.5710000000000001,0.45,0.07200000000000001,1.1340000000000001,4.681,2019,SEN
111,Somalia,0.5589999999999999,0.243,0.268,0.6645,0.27,0.698,4.668,2019,SOM
112,Namibia,0.401,0.07,0.47700000000000004,0.879,0.055999999999999994,1.3130000000000002,4.638999999999999,2019,NAM
113,Niger,0.318,0.188,0.366,0.138,0.102,0.774,4.628,2019,NER
114,Burkina Faso,0.255,0.177,0.38,0.331,0.113,1.056,4.587,2019,BFA
115,Armenia,0.28300000000000003,0.095,0.815,0.85,0.064,1.055,4.559,2019,ARM
116,Iran,0.305,0.27,0.785,1.1,0.125,0.8420000000000001,4.548,2019,IRN
117,Guinea,0.332,0.207,0.375,0.38,0.086,0.8290000000000001,4.534,2019,GIN
118,Georgia,0.34600000000000003,0.043,0.752,0.8859999999999999,0.16399999999999998,0.6659999999999999,4.519,2019,GEO
119,Gambia,0.382,0.26899999999999996,0.428,0.308,0.16699999999999998,0.9390000000000001,4.516,2019,GMB
120,Kenya,0.431,0.37200000000000005,0.581,0.512,0.053,0.983,4.5089999999999995,2019,KEN
121,Mauritania,0.066,0.106,0.489,0.57,0.08800000000000001,1.167,4.49,2019,MRT
122,Mozambique,0.494,0.19699999999999998,0.39,0.204,0.138,0.986,4.466,2019,MOZ
123,Tunisia,0.16699999999999998,0.059000000000000004,0.815,0.9209999999999999,0.055,1.0,4.461,2019,TUN
124,Bangladesh,0.527,0.166,0.723,0.562,0.14300000000000002,0.9279999999999999,4.456,2019,BGD
125,Iraq,0.24100000000000002,0.14800000000000002,0.574,1.043,0.08900000000000001,0.98,4.437,2019,IRQ
126,Congo (Kinshasa),0.26899999999999996,0.212,0.35700000000000004,0.094,0.053,1.125,4.418,2019,COD
127,Mali,0.327,0.153,0.308,0.385,0.052000000000000005,1.105,4.39,2019,MLI
128,Sierra Leone,0.309,0.252,0.242,0.268,0.045,0.841,4.374,2019,SLE
129,Sri Lanka,0.47,0.244,0.831,0.9490000000000001,0.047,1.265,4.3660000000000005,2019,LKA
130,Myanmar,0.525,0.5660000000000001,0.555,0.71,0.172,1.181,4.36,2019,MMR
131,Chad,0.174,0.198,0.192,0.35,0.078,0.7659999999999999,4.35,2019,TCD
132,Ukraine,0.17800000000000002,0.187,0.7390000000000001,0.82,0.01,1.39,4.332,2019,UKR
133,Ethiopia,0.344,0.209,0.532,0.336,0.1,1.033,4.2860000000000005,2019,ETH
134,Swaziland,0.313,0.07400000000000001,0.4875,0.8109999999999999,0.135,1.149,4.212,2019,SWZ
135,Uganda,0.35600000000000004,0.252,0.44299999999999995,0.332,0.06,1.069,4.189,2019,UGA
136,Egypt,0.24100000000000002,0.076,0.644,0.9129999999999999,0.067,1.0390000000000001,4.166,2019,EGY
137,Zambia,0.431,0.247,0.426,0.578,0.087,1.058,4.107,2019,ZMB
138,Togo,0.293,0.177,0.41,0.275,0.085,0.5720000000000001,4.085,2019,TGO
139,India,0.498,0.2,0.588,0.755,0.085,0.765,4.015,2019,IND
140,Liberia,0.37,0.233,0.44299999999999995,0.073,0.033,0.922,3.975,2019,LBR
141,Comoros,0.142,0.275,0.505,0.27399999999999997,0.078,0.757,3.9730000000000003,2019,COM
142,Madagascar,0.14800000000000002,0.16899999999999998,0.555,0.27399999999999997,0.040999999999999995,0.9159999999999999,3.9330000000000003,2019,MDG
143,Lesotho,0.359,0.107,0.168,0.489,0.09300000000000001,1.169,3.802,2019,LSO
144,Burundi,0.22,0.17600000000000002,0.38,0.046,0.18,0.447,3.775,2019,BDI
145,Zimbabwe,0.361,0.151,0.433,0.366,0.08900000000000001,1.114,3.6630000000000003,2019,ZWE
146,Haiti,0.026000000000000002,0.419,0.449,0.32299999999999995,0.11,0.688,3.597,2019,HTI
147,Botswana,0.455,0.025,0.5379999999999999,1.041,0.1,1.145,3.488,2019,BWA
148,Syria,0.013000000000000001,0.331,0.44,0.619,0.141,0.37799999999999995,3.4619999999999997,2019,SYR
149,Malawi,0.44299999999999995,0.218,0.495,0.191,0.08900000000000001,0.56,3.41,2019,MWI
150,Yemen,0.14300000000000002,0.10800000000000001,0.46299999999999997,0.287,0.077,1.163,3.38,2019,YEM
151,Rwanda,0.555,0.217,0.614,0.359,0.41100000000000003,0.711,3.3339999999999996,2019,RWA
152,Tanzania,0.41700000000000004,0.276,0.499,0.47600000000000003,0.147,0.885,3.2310000000000003,2019,TZA
153,Afghanistan,0.321,0.158,0.361,0.35,0.025,0.517,3.2030000000000003,2019,AFG
154,Central African Republic,0.225,0.235,0.105,0.026000000000000002,0.035,0.546,3.083,2019,CAF
155,South Sudan,0.01,0.20199999999999999,0.295,0.306,0.091,0.575,2.853,2019,SSD
0,Finland,0.6809999999999999,0.20199999999999999,0.8740000000000001,1.305,0.39299999999999996,1.5919999999999999,7.632000000000001,2018,FIN
1,Norway,0.6859999999999999,0.28600000000000003,0.861,1.456,0.34,1.5819999999999999,7.593999999999999,2018,NOR
2,Denmark,0.6829999999999999,0.284,0.868,1.351,0.408,1.59,7.555,2018,DNK
3,Iceland,0.677,0.353,0.914,1.3430000000000002,0.138,1.6440000000000001,7.495,2018,ISL
4,Switzerland,0.66,0.256,0.927,1.42,0.35700000000000004,1.5490000000000002,7.487,2018,CHE
5,Netherlands,0.638,0.33299999999999996,0.878,1.361,0.295,1.4880000000000002,7.441,2018,NLD
6,Canada,0.653,0.321,0.8959999999999999,1.33,0.29100000000000004,1.5319999999999998,7.327999999999999,2018,CAN
7,New Zealand,0.669,0.365,0.8759999999999999,1.268,0.389,1.601,7.324,2018,NZL
8,Sweden,0.659,0.285,0.9129999999999999,1.355,0.38299999999999995,1.501,7.314,2018,SWE
9,Australia,0.647,0.361,0.91,1.34,0.302,1.5730000000000002,7.272,2018,AUS
10,United Kingdom,0.46399999999999997,0.262,0.888,1.244,0.08199999999999999,1.433,7.19,2018,GBR
11,Austria,0.617,0.242,0.8909999999999999,1.341,0.22399999999999998,1.504,7.138999999999999,2018,AUT
12,Costa Rica,0.632,0.14300000000000002,0.8170000000000001,1.01,0.10099999999999999,1.459,7.072,2018,CRI
13,Ireland,0.614,0.307,0.8759999999999999,1.4480000000000002,0.306,1.5830000000000002,6.977,2018,IRL
14,Germany,0.586,0.273,0.861,1.34,0.28,1.474,6.965,2018,DEU
15,Belgium,0.583,0.188,0.894,1.324,0.24,1.483,6.9270000000000005,2018,BEL
16,Luxembourg,0.632,0.196,0.8959999999999999,1.5759999999999998,0.321,1.52,6.91,2018,LUX
17,United States,0.547,0.29100000000000004,0.8190000000000001,1.3980000000000001,0.133,1.4709999999999999,6.886,2018,USA
